,Name,Screen,Res,Price,GPU,CPU,RAM,Memory,OS,Wifi,Seller,PC_url,Img_url
394,Asus ZenBook S 13 OLED UX5304VA-NQ120W,"Écran 13.3"" OLED 60 Hz","Résolution QHD 2880 x 1800 pixels
(16/10)",1999.99,Intel Iris Xe Graphics (96 EU) - Raptor Lake,Intel Core i7-1355U(10 coeurs 5.00 GHz),32 Go LPDDR5 - 5200 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/asus-zenbook-s-13-oled-ux5304va-nq120w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35292/asus-zenbook-s-13-oled-ux5304-bleu-1.jpg
395,Asus ZenBook 14 OLED UX3402VA-KM111W,"Écran 14.0"" OLED 90 Hz","Résolution QHD 2880 x 1800 pixels
(16/10)",1499.99,Intel Iris Xe Graphics (96 EU) - Raptor Lake,Intel Core i7-1360P(12 coeurs 5.00 GHz),16 Go LPDDR5 - 4800 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/asus-zenbook-14-oled-ux3402va-km111w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35291/asus-zenbook-14-oled-ux3402-argent-1.jpg
396,HP Chromebook 15a-na0001sf,"Écran 15.6"" LCD - TN (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",249.0,Intel UHD Graphics (16 EU),Intel Celeron N4500(2 coeurs 2.80 GHz),4 Go LPDDR4X - 2933 MHz,128 Go (eMMC),Chrome OS (Google),Wi-Fi 5 • Bluetooth 5.0,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/hp-chromebook-15a-na0001sf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/35290/hp-chromebook-15a-gris-1.jpg
397,HP Victus Gaming 15-fa1002sf,"Écran 15.6"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",999.0,Nvidia GeForce RTX 4060 (Mobile)(8 Go),Intel Core i5-12500H(12 coeurs 4.50 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.3,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/hp-victus-gaming-15-fa1002sf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/35289/hp-victus-gaming-15-2022-1.jpg
398,Asus E510MA-BR1346W,"Écran 15.6"" LCD - TN (anti-reflets) 60 Hz","Résolution HD 1366 x 768 pixels
(16/9)",399.99,Intel UHD Graphics 600,Intel Celeron N4020(2 coeurs 2.80 GHz),8 Go DDR4 - 2400 MHz,128 Go (eMMC),Windows 11 Famille (mode S),Wi-Fi 5 • Bluetooth 5.1,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/asus-e510ma-br1346w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35287/asus-e510ma-blue-2.jpg
399,Acer Chromebook 315 CB315-3H-C2C7,"Écran 15.6"" LCD - TN (anti-reflets) 60 Hz","Résolution HD 1366 x 768 pixels
(16/9)",229.99,Intel UHD Graphics 600,Intel Celeron N4020(2 coeurs 2.80 GHz),4 Go LPDDR4 - 2400 MHz,128 Go (eMMC),Chrome OS (Google),Wi-Fi 5 • Bluetooth 5.0,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/acer-chromebook-315-cb315-3h-c2c7.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/35286/acer-chromebook-315-cb315-3h-1.jpg
400,Lenovo IdeaPad Slim 3 Chrome 14M868 (82XJ001TFR),"Écran 14.0"" LCD - TN (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",299.99,ARM Mali G52 MC2,MediaTek Kompanio 520(8 coeurs x 2.00 GHz),8 Go LPDDR4X - 3600 MHz,128 Go (eMMC),Chrome OS (Google),Wi-Fi 6 • Bluetooth 5.1,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-ideapad-slim-3-chrome-14m868-82xj001tfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2023/35284/lenovo-ideapad-slim-3-chrome-14-cloud-grey-1.jpg
401,Acer Nitro 5 AN515-58-54PH,"Écran 15.6"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",1049.99,Nvidia GeForce RTX 4060 (Mobile)(8 Go),Intel Core i5-12450H(8 coeurs 4.40 GHz),16 Go DDR5 - 4800 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/acer-nitro-5-an515-58-54ph.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/35283/acer-nitro-5-an515-2022-rgb-1.jpg
402,HP 15-fc0000sf,"Écran 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",499.0,AMD Radeon 610M,AMD Ryzen 5 7520U(4 coeurs 4.30 GHz),16 Go LPDDR5 - 6400 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.3,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/hp-15-fc0000sf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/35282/hp-15-fc-argent-2023-1.jpg
403,Acer Chromebook Plus 515 CB515-2HT-31ZV,"Écran tactile 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",499.0,Intel UHD Graphics (64 EU) - Alder Lake,Intel Core i3-1215U(6 coeurs x 4.40 GHz),8 Go LPDDR5X - 5200 MHz,256 Go (SSD M.2 PCI-e 3.0),Chrome OS (Google),Wi-Fi 6E • Bluetooth 5.1,Boulanger,https://www.comparez-malin.fr/informatique/pc-portable/acer-chromebook-plus-515-cb515-2ht-31zv.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/35281/acer-chromebook-plus-515-steel-gray-1.jpg
404,Asus Chromebook Plus CX3402CBA-MW0140,"Écran tactile 14.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",399.99,Intel UHD Graphics (64 EU) - Alder Lake,Intel Core i3-1215U(6 coeurs x 4.40 GHz),8 Go LPDDR5 - 5200 MHz,128 Go (SSD UFS),Chrome OS (Google),Wi-Fi 6 • Bluetooth 5.3,Darty,https://www.comparez-malin.fr/informatique/pc-portable/asus-chromebook-plus-cx3402cba-mw0140.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35280/asus-chromebook-plus-cx3402-white-1.jpg
405,Asus Chromebook Plus CX3402CBA-MW0142,"Écran tactile 14.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",399.0,Intel UHD Graphics (64 EU) - Alder Lake,Intel Core i3-1215U(6 coeurs x 4.40 GHz),8 Go LPDDR5 - 5200 MHz,256 Go (SSD UFS),Chrome OS (Google),Wi-Fi 6 • Bluetooth 5.3,Boulanger,https://www.comparez-malin.fr/informatique/pc-portable/asus-chromebook-plus-cx3402cba-mw0142.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35279/asus-chromebook-plus-cx3402-white-1.jpg
406,HP Chromebook 15a-nb0036nf,"Écran 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",449.0,Intel UHD Graphics (32 EU),Intel Core i3-N305(8 coeurs x 3.80 GHz),8 Go LPDDR5 - 6400 MHz,256 Go (SSD UFS),Chrome OS (Google),Wi-Fi 6 • Bluetooth 5.3,Boulanger,https://www.comparez-malin.fr/informatique/pc-portable/hp-chromebook-15a-nb0036nf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/35278/hp-chromebook-15a-gris-2023-1.jpg
407,Lenovo IdeaPad Gaming 3 15IHU6 (82K101R5FR),"Écran 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",799.99,Nvidia GeForce RTX 2050(4 Go),Intel Core i5-11320H(4 coeurs 4.50 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.1,Boulanger,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-ideapad-gaming-3-15ihu6-82k101r5fr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2023/35277/lenovo-ideapad-gaming-3-black-amd-1.jpg
408,Lenovo IdeaPad Duet 3 CB 11Q727 (82T60032FR),"Écran tactile 10.9"" LCD - IPS","Résolution 2K 2000 x 1200 pixels
(5/3)",399.0,Qualcomm Adreno 618,Qualcomm Snapdragon 7c Gen 2(8 coeurs x 2.40 GHz),8 Go LPDDR4X - 2133 MHz,128 Go (eMMC),Chrome OS (Google),Wi-Fi 5 • Bluetooth 5.1,Boulanger,https://www.comparez-malin.fr/informatique/tablette/lenovo-ideapad-duet-3-cb-11q727-82t60032fr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2023/35276/lenovo-ideapad-duet-3-chromebook-storm-grey-1.jpg
409,HP 15-fc0069nf,"Écran 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",679.2,AMD Radeon Vega 8,AMD Ryzen 7 7730U(8 coeurs 4.50 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.3,HP France,https://www.comparez-malin.fr/informatique/pc-portable/hp-15-fc0069nf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/35275/hp-15-fc-argent-2023-1.jpg
410,HP 15-fd0063nf,"Écran 15.6"" LCD - TN (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",549.0,Intel UHD Graphics (32 EU),Intel Core i3-N305(8 coeurs x 3.80 GHz),8 Go DDR4 - 3200 MHz,256 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,HP France,https://www.comparez-malin.fr/informatique/pc-portable/hp-15-fd0063nf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/35274/hp-15-fc-argent-2023-1.jpg
411,Asus ROG Flow X16 GV601VU-NL006W,"Écran tactile 16.0"" LCD - IPS (mini-LED) 240 Hz","Résolution QHD 2560 x 1600 pixels
(16/10)",2499.95,Nvidia GeForce RTX 4050 (Mobile)(6 Go)Version : 2405 MHz / 105 W,Intel Core i9-13900H(14 coeurs 5.40 GHz),16 Go DDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.2,Materiel.net,https://www.comparez-malin.fr/informatique/pc-portable/asus-rog-flow-x16-gv601vu-nl006w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35273/asus-rog-flow-x16-gv601-1.jpg
412,Lenovo IdeaPad Slim 3 Chrome 14M868 (82XJ001LFR),"Écran tactile 14.0"" LCD - TN (anti-reflets) 60 Hz","Résolution HD 1366 x 768 pixels
(16/9)",326.99,ARM Mali G52 MC2,MediaTek Kompanio 520(8 coeurs x 2.00 GHz),4 Go LPDDR4X - 3733 MHz,64 Go (eMMC),Chrome OS (Google),Wi-Fi 6 • Bluetooth 5.1,Darty,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-ideapad-slim-3-chrome-14m868-82xj001lfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2023/35265/lenovo-ideapad-slim-3-chrome-14-abyss-blue-1.jpg
413,HP ZBook Fury 16 G10 (62W83EA),"Écran 16.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1200 pixels
(16/10)",3832.34,Nvidia RTX 3500 ADA(12 Go),Intel Core i7-13850HX(20 coeurs 5.10 GHz),32 Go DDR5 - 4800 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Pro,Wi-Fi 6E • Bluetooth 5.3,HP France,https://www.comparez-malin.fr/informatique/pc-portable/hp-zbook-fury-16-g10-62w83ea.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/35261/hp-zbook-fury-16-g10-1.jpg
414,Lenovo Legion Pro 5 16IRX8 (82WK00JVFR),"Écran 16.0"" LCD - IPS (anti-reflets) 165 Hz","Résolution QHD 2560 x 1600 pixels
(16/10)",1999.0,Nvidia GeForce RTX 4070 (Mobile)(8 Go)Version : 2175 MHz / 140 W,Intel Core i7-13700HX(16 coeurs 5.00 GHz),32 Go DDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.1,Boulanger,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-legion-pro-5-16irx8-82wk00jvfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2023/35257/lenovo-legion-5-pro-16-gen-8-onyx-grey-1.jpg
415,Asus VivoBook Go 14 S1404FA-NK256W,"Écran 14.0"" LCD - TN (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",539.99,AMD Radeon 610M,AMD Ryzen 5 7520U(4 coeurs 4.30 GHz),16 Go LPDDR5 - 5600 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.3,Darty,https://www.comparez-malin.fr/informatique/pc-portable/asus-vivobook-go-14-s1404fa-nk256w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35256/asus-vivobook-go-14-e1404-silver-1.jpg
416,Asus VivoBook Go 14 S1404FA-NK255W,"Écran 14.0"" LCD - TN (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",539.99,AMD Radeon 610M,AMD Ryzen 5 7520U(4 coeurs 4.30 GHz),16 Go LPDDR5 - 5600 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.3,Darty,https://www.comparez-malin.fr/informatique/pc-portable/asus-vivobook-go-14-s1404fa-nk255w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35255/asus-vivobook-go-14-e1404-black-1.jpg
417,HP Victus Gaming 15-fa1062nf,"Écran 15.6"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",899.99,Nvidia GeForce RTX 4050 (Mobile)(6 Go),Intel Core i5-12500H(12 coeurs 4.50 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.3,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/hp-victus-gaming-15-fa1062nf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/35254/hp-victus-gaming-15-2022-1.jpg
418,HP 17-cn2124nf,"Écran 17.3"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",579.99,Intel Iris Xe Graphics (80 EU),Intel Core i5-1235U(10 coeurs x 4.40 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 5 • Bluetooth 4.2,Darty,https://www.comparez-malin.fr/informatique/pc-portable/hp-17-cn2124nf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/35253/hp-laptop-17-2021-argent-1.jpg
419,HP 15s-fq5033nf,"Écran 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",549.99,Intel Iris Xe Graphics (80 EU),Intel Core i5-1235U(10 coeurs x 4.40 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille (mode S),Wi-Fi 5 • Bluetooth 4.2,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/hp-15s-fq5033nf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/35252/hp-15s-argent-w11-1.jpg
420,Acer Chromebook Plus 514 CB514-3HT-R0CT,"Écran tactile 14.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1200 pixels
(16/10)",469.99,AMD Radeon 610M,AMD Ryzen 3 7320C(4 coeurs 4.10 GHz),8 Go LPDDR5X - 5500 MHz,256 Go (SSD M.2 PCI-e 3.0),Chrome OS (Google),Wi-Fi 6E • Bluetooth 5.1,Darty,https://www.comparez-malin.fr/informatique/pc-portable/acer-chromebook-plus-514-cb514-3ht.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/35251/acer-chromebook-plus-514-3ht-1.jpg
421,MSI Modern 15 B12MO-677FR,"Écran 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",499.96,Intel UHD Graphics (64 EU) - Alder Lake,Intel Core i3-1215U(6 coeurs x 4.40 GHz),8 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,Materiel.net,https://www.comparez-malin.fr/informatique/pc-portable/msi-modern-15-b12mo-677fr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/msi/2023/35246/msi-modern-15-b12-bleu-1.jpg
422,MSI Modern 15 B12MO-679FR,"Écran 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",599.95,Intel Iris Xe Graphics (80 EU),Intel Core i5-1235U(10 coeurs x 4.40 GHz),8 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,Materiel.net,https://www.comparez-malin.fr/informatique/pc-portable/msi-modern-15-b12mo-679fr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/msi/2023/35245/msi-modern-15-b12-bleu-1.jpg
423,Asus Chromebook Flip CX5601FBA-MC0129,"Écran tactile 16.0"" LCD - IPS 144 Hz + stylet","Résolution Full HD 1920 x 1200 pixels
(16/10)",664.99,Intel Iris Xe Graphics (80 EU),Intel Core i5-1235U(10 coeurs x 4.40 GHz),8 Go LPDDR4X - 4266 MHz,256 Go (SSD M.2 PCI-e 3.0),Chrome OS (Google),Wi-Fi 6E • Bluetooth 5.3,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/asus-chromebook-flip-cx5601fba-mc0129.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35243/asus-chromebook-flip-cx5601-1.jpg
424,Asus Chromebook Flip CX5601FBA-MC0039,"Écran tactile 16.0"" LCD - IPS 144 Hz + stylet","Résolution Full HD 1920 x 1200 pixels
(16/10)",854.99,Intel Iris Xe Graphics (80 EU),Intel Core i5-1235U(10 coeurs x 4.40 GHz),16 Go LPDDR4X - 4266 MHz,512 Go (SSD M.2 PCI-e 3.0),Chrome OS (Google),Wi-Fi 6E • Bluetooth 5.3,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/asus-chromebook-flip-cx5-601fba-mc0039.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35242/asus-chromebook-flip-cx5601-1.jpg
425,MSI Modern 14 C12MO-863FR,"Écran 14.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",479.95,Intel UHD Graphics (64 EU) - Alder Lake,Intel Core i3-1215U(6 coeurs x 4.40 GHz),8 Go DDR4 - 3200 MHz,256 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,Materiel.net,https://www.comparez-malin.fr/informatique/pc-portable/msi-modern-14-c12mo-863fr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/msi/2023/35241/msi-modern-14-c12m-black-1.jpg
426,MSI Modern 15 B12MO-678FR,"Écran 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",749.95,Intel Iris Xe Graphics (96 EU),Intel Core i7-1255U(10 coeurs x 4.70 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,Materiel.net,https://www.comparez-malin.fr/informatique/pc-portable/msi-modern-15-b12mo-678fr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/msi/2023/35240/msi-modern-15-b12-bleu-1.jpg
427,Acer Aspire 3 A315-24P-R80P,"Écran 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",539.99,AMD Radeon 610M,AMD Ryzen 5 7520U(4 coeurs 4.30 GHz),16 Go LPDDR5 - 4800 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,Darty,https://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-3-a315-24p-r80p.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/35228/acer-aspire-3-a315-24p-argent-1.jpg
428,Acer Aspire 3 A314-23P-R3TF,"Écran 14.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",712.49,AMD Radeon 610M,AMD Ryzen 5 7520U(4 coeurs 4.30 GHz),16 Go LPDDR5 - 4800 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-3-a314-23p-r3tf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/35227/acer-aspire-3-a314-23-1.jpg
429,Acer Swift Edge SFA16-41-R2L1,"Écran 16.0"" OLED 60 Hz","Résolution 4K UHD 3840 x 2400 pixels
(16/10)",1249.99,AMD Radeon 660M,AMD Ryzen 5 6600U(6 coeurs 4.50 GHz),16 Go LPDDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.2,GrosBill,https://www.comparez-malin.fr/informatique/pc-portable/acer-swift-edge-sfa16-41-r2l1.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/35226/acer-swift-edge-sfa16-noir-1.jpg
430,Acer Nitro 5 AN517-55-00P,"Écran 17.3"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",1499.0,Nvidia GeForce RTX 4060 (Mobile)(8 Go)Version : 2350 MHz / 140 W,Intel Core i9-12900H(14 coeurs 5.00 GHz),16 Go DDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,Acer,https://www.comparez-malin.fr/informatique/pc-portable/acer-nitro-5-an517-55-00p.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/35225/acer-nitro-5-an517-55-rgb-1.jpg
431,HP 17-cn0009nf,"Écran 17.3"" LCD - TN (anti-reflets) 60 Hz","Résolution HD+ 1600 x 900 pixels
(16/9)",299.99,Intel UHD Graphics 600,Intel Celeron N4120(4 coeurs 2.60 GHz),4 Go DDR4 - 2400 MHz,128 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille (mode S),Wi-Fi 5 • Bluetooth 4.2,Cdiscount,https://www.comparez-malin.fr/informatique/pc-portable/hp-17-cn0009nf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/35223/hp-laptop-17-2021-black-w11-1.jpg
432,Asus VivoBook Go 15 S1504FA-NJ113W,"Écran 15.6"" LCD - TN (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",489.99,AMD Radeon 610M,AMD Ryzen 5 7520U(4 coeurs 4.30 GHz),8 Go LPDDR5 - 5600 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 5 • Bluetooth 5.1,Cdiscount,https://www.comparez-malin.fr/informatique/pc-portable/asus-vivobook-go-15-s1504fa-nj113w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35222/asus-vivobook-go-15-e1504-argent-1.jpg
433,Asus VivoBook 15 N1502ZA-LP1741W,"Écran 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",697.97,Intel UHD Graphics (64 EU) - Alder Lake,Intel Core i7-12650H(10 coeurs 4.70 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 5 • Bluetooth 5.1,Electrodepot,https://www.comparez-malin.fr/informatique/pc-portable/asus-vivobook-15-n1502za-lp1741w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35220/asus-vivobook-15-m1502-silver-1.jpg
434,Asus Vivobook 16X N3605ZC-MB277W,"Écran 16.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1200 pixels
(16/10)",1049.95,Nvidia GeForce RTX 3050(4 Go),Intel Core i7-12650H(10 coeurs 4.70 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,Materiel.net,https://www.comparez-malin.fr/informatique/pc-portable/asus-vivobook-16x-n3605zc-mb277w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35219/asus-vivobook-16x-n3605-silver-1.jpg
435,Razer Blade 14 - RZ09-0427PEA3-R3E1,"Écran 14.0"" LCD - IPS (anti-reflets) 165 Hz","Résolution QHD 2560 x 1440 pixels
(16/9)",2299.99,Nvidia GeForce RTX 3080 Ti Max-Q(16 Go)Version : 1260 MHz / 100 W,AMD Ryzen 9 6900HX(8 coeurs 4.90 GHz),16 Go DDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,RueDuCommerce,https://www.comparez-malin.fr/informatique/pc-portable/razer-blade-14-rz09-0427pea3-r3e1.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/razer/2023/35216/razer-blade-14-2021-1.jpg
436,Lenovo Legion Slim 5 14APH8 (82Y5002CFR),"Écran 14.5"" OLED 120 Hz","Résolution QHD 2880 x 1800 pixels
(16/10)",1599.99,Nvidia GeForce RTX 4060 (Mobile)(8 Go)Version : 2370 MHz / 100 W,AMD Ryzen 7 7840HS(8 coeurs 5.10 GHz),16 Go LPDDR5X - 6400 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.1,Boulanger,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-legion-slim-5-14aph8-82y5002cfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2023/35214/lenovo-legion-slim-5-14-gen-8-1.jpg
