,Name,Screen,Res,Price,GPU,CPU,RAM,Memory,OS,Wifi,Seller,PC_url,Img_url
352,Asus VivoBook Go 15 S1504GA-NJ187W,"Écran 15.6"" LCD - TN (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",449.95,Intel UHD Graphics (32 EU),Intel Core i3-N305(8 coeurs x 3.80 GHz),8 Go LPDDR5 - 5600 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,Materiel.net,https://www.comparez-malin.fr/informatique/pc-portable/asus-vivobook-go-15-s1504ga-nj187w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35365/asus-vivobook-go-15-e1504-argent-1.jpg
353,HP Zbook Firefly 16 G10 (865N0EA),"Écran 16.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1200 pixels
(16/10)",1774.08,Nvidia RTX A500(4 Go),Intel Core i7-1355U(10 coeurs 5.00 GHz),16 Go DDR5 - 5200 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Pro,Wi-Fi 6E • Bluetooth 5.3,HP France,https://www.comparez-malin.fr/informatique/pc-portable/hp-zbook-firefly-16-g10-865n0ea.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/35363/hp-zbook-firefly-16-g10-1.jpg
354,Asus VivoBook Go 15 OLED S1504FA-L1112W,"Écran 15.6"" OLED 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",599.95,AMD Radeon 610M,AMD Ryzen 5 7520U(4 coeurs 4.30 GHz),8 Go LPDDR5 - 5600 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,Materiel.net,https://www.comparez-malin.fr/informatique/pc-portable/asus-vivobook-go-15-oled-s1504fa-l1112w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35358/asus-vivobook-go-15-e1504-black-1.jpg
355,Acer Aspire 3 A315-24P-R2UC,"Écran 15.6"" LCD - TN (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",549.97,AMD Radeon 610M,AMD Ryzen 5 7520U(4 coeurs 4.30 GHz),8 Go LPDDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,Electrodepot,https://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-3-a315-24p-r2uc.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/35352/acer-aspire-3-a315-24p-argent-1.jpg
356,Lenovo IdeaPad Pro 5 16APH8 (83AR000VFR),"Écran 16.0"" LCD - IPS (anti-reflets) 120 Hz","Résolution QHD 2560 x 1600 pixels
(16/10)",1749.95,Nvidia GeForce RTX 4050 (Mobile)(6 Go),AMD Ryzen 7 7840HS(8 coeurs 5.10 GHz),16 Go LPDDR5X - 6400 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Pro,Wi-Fi 6E • Bluetooth 5.1,LDLC,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-ideapad-pro-5-16aph8-83ar000vfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2023/35351/lenovo-ideapad-pro-5-16-gen8-arctic-grey-1.jpg
357,Acer Aspire Vero AV14-51-54JF,"Écran 14.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",0.0,Intel Iris Xe Graphics (80 EU),Intel Core i5-1235U(10 coeurs x 4.40 GHz),16 Go LPDDR4 - 4800 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.2,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-vero-av14-51-54jf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/35350/acer-aspire-vero-av14-51-bleu-1.jpg
358,MSI Katana 17 B12UDXK-854XFR,"Écran 17.3"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",1049.75,Nvidia GeForce RTX 3050(6 Go)Version : 1492 MHz / 75 W,Intel Core i5-12450H(8 coeurs 4.40 GHz),16 Go DDR5 - 4800 MHz,512 Go (SSD M.2 PCI-e 4.0),Sans système,Wi-Fi 6 • Bluetooth 5.2,Cdiscount,https://www.comparez-malin.fr/informatique/pc-portable/msi-katana-17-b12udxk-854xfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/msi/2023/35348/msi-katana-17-b12-1.jpg
359,MSI Katana 17 B12UCXK-855XFR,"Écran 17.3"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",919.99,Nvidia GeForce RTX 2050(4 Go)Version : 1575 MHz / 70 W,Intel Core i5-12450H(8 coeurs 4.40 GHz),16 Go DDR5 - 4800 MHz,512 Go (SSD M.2 PCI-e 4.0),Sans système,Wi-Fi 6 • Bluetooth 5.2,Cdiscount,https://www.comparez-malin.fr/informatique/pc-portable/msi-katana-17-b12ucxk-855xfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/msi/2023/35347/msi-katana-17-b12-1.jpg
360,Asus ExpertBook B9 OLED B9403CVA-KM0183X,"Écran 14.0"" OLED 60 Hz","Résolution QHD 2880 x 1800 pixels
(16/10)",2088.74,Intel Iris Xe Graphics (96 EU) - Raptor Lake,Intel Core i7-1355U(10 coeurs 5.00 GHz),32 Go LPDDR5 - 5200 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Pro,Wi-Fi 6E • Bluetooth 5.3 • NFC,Topbiz,https://www.comparez-malin.fr/informatique/pc-portable/asus-expertbook-b9-oled-b9403cva-km0183x.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35346/asus-expertbook-b9-1.jpg
361,Acer Nitro 5 AN517-55-56V3,"Écran 17.3"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",999.0,Nvidia GeForce RTX 3050(4 Go)Version : 1600 MHz / 95 W,Intel Core i5-12450H(8 coeurs 4.40 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,Acer,https://www.comparez-malin.fr/informatique/pc-portable/acer-nitro-5-an517-55-56v3.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/35345/acer-nitro-5-an517-55-rgb-1.jpg
362,HP 15s-eq2001nf,"Écran 15.6"" LCD - TN (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",599.97,AMD Radeon RX Vega 8,AMD Ryzen 7 5700U(8 coeurs 4.30 GHz),16 Go DDR4 - 3200 MHz,1 To (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 5 • Bluetooth 5.0,Electrodepot,https://www.comparez-malin.fr/informatique/pc-portable/hp-15s-eq2001nf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/35344/hp-15s-argent-w11-1.jpg
363,Lenovo Legion Pro 7 16IRX8H (82WQ00A8FR),"Écran 16.0"" LCD - IPS (anti-reflets) 240 Hz","Résolution QHD 2560 x 1600 pixels
(16/10)",3799.99,Nvidia GeForce RTX 4090 (Mobile)(16 Go)Version : 2040 MHz / 175 W,Intel Core i9-13900HX(24 coeurs 5.40 GHz),32 Go DDR5 - 5600 MHz,1 To (SSD M.2 PCI-e 4.0) + 1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.1,Boulanger,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-legion-pro-7-16irx8h-82wq00a8fr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2023/35342/lenovo-legion-pro-7-16-gen-8-onyx-grey-1.jpg
364,Asus TUF Gaming F15 (2023) FX567ZC4-HN227,"Écran 15.6"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",649.99,Nvidia GeForce RTX 3050(4 Go),Intel Core i5-12500H(12 coeurs 4.50 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Sans système,Wi-Fi 6 • Bluetooth 5.2,Cdiscount,https://www.comparez-malin.fr/informatique/pc-portable/asus-tuf-gaming-f15-2023-fx567zc4-hn227.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35341/asus-tuf-gaming-f15-2023-1.jpg
365,Acer Nitro 5 AN515-46-R8UF,"Écran 15.6"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",1199.99,Nvidia GeForce RTX 3070 Ti Max-P(8 Go),AMD Ryzen 7 6800H(8 coeurs 4.70 GHz),16 Go DDR5 - 4800 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,RueDuCommerce,https://www.comparez-malin.fr/informatique/pc-portable/acer-nitro-5-an515-46-r8uf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/35340/acer-nitro-5-an515-2022-rgb-1.jpg
366,Dell XPS 13 2-en-1 9315 (5049BLU-PFR),"Écran tactile 13.0"" LCD - WVA (anti-reflets)","Résolution QHD 2880 x 1920 pixels
(3/2)",1049.0,Intel Iris Xe Graphics (80 EU),Intel Core i5-1230U(10 coeurs x 4.40 GHz),8 Go LPDDR4X - 4266 MHz,256 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,Amazon,https://www.comparez-malin.fr/informatique/tablette/dell-xps-13-2-en-1-9315-5049blu-pfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/dell/2023/35339/dell-xps-2-en-1-9315-1.jpg
367,HP ZBook Studio 16 G10 (62W98EA),"Écran 16.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1200 pixels
(16/10)",4463.03,Nvidia GeForce RTX 4080 (Mobile)(12 Go),Intel Core i9-13900H(14 coeurs 5.40 GHz),32 Go DDR5 - 5600 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Pro,Wi-Fi 6E • Bluetooth 5.3,HP France,https://www.comparez-malin.fr/informatique/pc-portable/hp-zbook-studio-16-g10-62w98ea.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/35337/hp-zbook-studio-16-g10-1.jpg
368,HP ZBook Studio 16 G10 (62W64EA),"Écran 16.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1200 pixels
(16/10)",2532.34,Nvidia GeForce RTX 4070 (Mobile)(8 Go),Intel Core i7-13800H(14 coeurs 5.20 GHz),32 Go DDR5 - 5600 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Pro,Wi-Fi 6E • Bluetooth 5.3,LaBoutiqueDuNet,https://www.comparez-malin.fr/informatique/pc-portable/hp-zbook-studio-16-g10-62w64ea.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/35336/hp-zbook-studio-16-g10-1.jpg
369,Nokia Purebook Lite 14 Noir,"Écran 14.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",178.05,Intel UHD Graphics (32 EU),Intel Pentium Silver N6000(4 coeurs 3.30 GHz),8 Go LPDDR4X - 2933 MHz,128 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 5 • Bluetooth 5.0,Boulanger,https://www.comparez-malin.fr/informatique/pc-portable/nokia-purebook-lite-14-noir.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/nokia/2023/35334/nokia-purebook-lite-14-noir-2.jpg
370,Lenovo Yoga Pro 9 16IRP8 (83BY003JFR),"Écran 16.0"" LCD - IPS (mini-LED) 165 Hz","Résolution QHD+ 3200 x 2000 pixels
(16/10)",2499.0,Nvidia GeForce RTX 4060 (Mobile)(8 Go),Intel Core i9-13905H(14 coeurs 5.40 GHz),32 Go LPDDR5X - 6400 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.1,Boulanger,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-yoga-pro-9-16irp8-83by003jfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2023/35324/lenovo-yoga-pro-9-tidal-teal-1.jpg
371,Dell Inspiron 16 Plus 7630 (7041SLV-PFR),"Écran 16.0"" LCD - WVA (anti-reflets) 120 Hz","Résolution QHD 2560 x 1600 pixels
(16/10)",1379.75,Nvidia GeForce RTX 4060 (Mobile)(8 Go),Intel Core i7-13700H(14 coeurs 5.00 GHz),16 Go DDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/dell-inspiron-16-plus-7630-7041slv-pfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/dell/2023/35323/dell-inspiron-16-plus-7630-1.jpg
372,Dell XPS 15-9530 (7778SLV-PFR),"Écran 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1200 pixels
(16/10)",1599.0,Intel Arc A370M(4 Go),Intel Core i7-13700H(14 coeurs 5.00 GHz),16 Go DDR5 - 4800 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.3,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/dell-xps-15-9530-7778slv-pfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/dell/2023/35321/dell-xps-15-9530-1.jpg
373,Acer Swift X SFX14-41G-R33P,"Écran 14.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",899.0,Nvidia GeForce RTX 3050 Max-Q(4 Go),AMD Ryzen 5 5600U(6 coeurs 4.20 GHz),16 Go LPDDR4X - 4266 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,Acer,https://www.comparez-malin.fr/informatique/pc-portable/acer-swift-x-sfx14-41g-r33p.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/35320/acer-swift-x-sfx14-argent-or-1.jpg
374,Acer Swift X SFX14-41G-R3TA,"Écran 14.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",899.0,Nvidia GeForce RTX 3050 Ti Max-Q(4 Go)Version : 1035 MHz / 45 W,AMD Ryzen 5 5600U(6 coeurs 4.20 GHz),16 Go LPDDR4X - 4266 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,Acer,https://www.comparez-malin.fr/informatique/pc-portable/acer-swift-x-sfx14-41g-r3ta.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/35319/acer-swift-x-sfx14-argent-rose-1.jpg
375,HP Chromebook 15a-nb0038nf,"Écran 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",471.99,Intel UHD Graphics (32 EU),Intel Core i3-N305(8 coeurs x 3.80 GHz),8 Go LPDDR5 - 6400 MHz,256 Go (SSD UFS),Chrome OS (Google),Wi-Fi 6 • Bluetooth 5.3,Cdiscount,https://www.comparez-malin.fr/informatique/pc-portable/hp-chromebook-15a-nb0038nf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/35318/hp-chromebook-15a-gris-2023-1.jpg
376,Lenovo Legion Slim 5 14APH8 (82Y50004FR),"Écran 14.5"" OLED 120 Hz","Résolution QHD 2880 x 1800 pixels
(16/10)",1994.99,Nvidia GeForce RTX 4060 (Mobile)(8 Go)Version : 2370 MHz / 100 W,AMD Ryzen 7 7840HS(8 coeurs 5.10 GHz),16 Go LPDDR5X - 6400 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.1,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-legion-slim-5-14aph8-82y50004fr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2023/35317/lenovo-legion-slim-5-14-gen-8-1.jpg
377,Asus Chromebook Flip CX3401FBA-LZ0322,"Écran tactile 14.0"" LCD - IPS 60 Hz + stylet","Résolution Full HD 1920 x 1200 pixels
(16/10)",499.99,Intel UHD Graphics (64 EU) - Alder Lake,Intel Core i3-1215U(6 coeurs x 4.40 GHz),8 Go LPDDR4X - 4266 MHz,256 Go (SSD M.2 PCI-e 3.0),Chrome OS (Google),Wi-Fi 6E • Bluetooth 5.3,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/asus-chromebook-cx3401fba-lz0322.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35316/asus-chromebook-flip-cx3401-1.jpg
378,Dell XPS 13-9315 (4K UHD / Intel Core i7 / 16 Go / 512 Go),"Écran 13.4"" LCD - WVA (anti-reflets) 60 Hz","Résolution 4K UHD 3840 x 2400 pixels
(16/10)",1599.0,Intel Iris Xe Graphics (96 EU),Intel Core i7-1250U(10 coeurs x 4.70 GHz),16 Go LPDDR5 - 5200 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.2,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/dell-xps-13-9315-4k-uhd-intel-core-i7-16-go-512-go.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/dell/2023/35315/dell-xps-13-9315-sky-1.jpg
379,Lenovo IdeaPad Gaming 3 15ARH7 (82SB00RMFR),"Écran 15.6"" LCD - IPS (anti-reflets) 120 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",1199.99,Nvidia GeForce RTX 4050 (Mobile)(6 Go)Version : 2370 MHz / 90 W,AMD Ryzen 5 7535HS(6 coeurs 4.55 GHz),16 Go DDR5 - 4800 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.1,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-ideapad-gaming-3-15arh7-82sb00rmfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2023/35313/lenovo-ideapad-gaming-3i-onyx-grey-1.jpg
380,Lenovo Yoga Pro 7 14IRH8 (82Y7009GFR),"Écran 14.5"" LCD - IPS (anti-reflets) 120 Hz","Résolution QHD+ 3072 x 1920 pixels
(16/10)",1499.99,Nvidia GeForce RTX 4050 (Mobile)(6 Go)Version : 1605 MHz / 35 W,Intel Core i7-13700H(14 coeurs 5.00 GHz),16 Go LPDDR5 - 5200 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.1,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-yoga-pro-7-14irh8-82y7009gfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2023/35311/lenovo-yoga-pro-14-gen-8-tidal-teal-1.jpg
381,Lenovo Yoga Pro 9 14IRP8 (83BU004AFR),"Écran 14.5"" LCD - IPS 120 Hz","Résolution QHD+ 3072 x 1920 pixels
(16/10)",1901.83,Nvidia GeForce RTX 4060 (Mobile)(8 Go)Version : 2250 MHz / 80 W,Intel Core i7-13705H(14 coeurs 5.00 GHz),16 Go LPDDR5X - 6400 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.1,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-yoga-pro-9-14irp8-83bu004afr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2023/35310/lenovo-yoga-pro-9-14-tidal-teal-1.jpg
382,Lenovo Yoga Slim 7 ProX 14ARH7 (82TL0098FR),"Écran 14.5"" LCD - IPS 120 Hz","Résolution QHD+ 3072 x 1920 pixels
(16/10)",899.99,AMD Radeon 680M,AMD Ryzen 7 6800HS(8 coeurs 4.70 GHz),16 Go LPDDR5 - 6400 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.1,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-yoga-slim-7-prox-14arh7-82tl0098fr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2023/35309/lenovo-yoga-slim-7-pro-x-onyx-grey-2022-1.jpg
383,Lenovo Legion Pro 5 16IRX8 (82WK00HGFR),"Écran 16.0"" LCD - IPS (anti-reflets) 165 Hz","Résolution QHD 2560 x 1600 pixels
(16/10)",2394.43,Nvidia GeForce RTX 4070 (Mobile)(8 Go)Version : 2175 MHz / 140 W,Intel Core i7-13700HX(16 coeurs 5.00 GHz),32 Go DDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.1,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-legion-pro-5-16irx8-82wk00hgfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2023/35308/lenovo-legion-5-pro-16-gen-8-onyx-grey-1.jpg
384,LG Gram 17 - 17Z90R-G.AA76F,"Écran 17.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution QHD 2560 x 1600 pixels
(16/10)",1349.99,Intel Iris Xe Graphics (96 EU) - Raptor Lake,Intel Core i7-1360P(12 coeurs 5.00 GHz),16 Go LPDDR5 - 6000 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.1,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/lg-gram-17-17z90r-g-aa76f.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lg/2023/35302/lg-gram-17-2023-gris-1.jpg
385,HP Omen 16-wf0001sf,"Écran 16.1"" LCD - IPS (anti-reflets) 240 Hz","Résolution QHD 2560 x 1440 pixels
(16/9)",2224.51,Nvidia GeForce RTX 4070 (Mobile)(8 Go),Intel Core i7-13700HX(16 coeurs 5.00 GHz),32 Go DDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/hp-omen-16-wf0001sf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/35301/hp-omen-16w-2023-1.jpg
386,Asus ZenBook 14 Flip OLED UN5401QA-KN160W,"Écran tactile 14.0"" OLED 90 Hz + stylet","Résolution QHD 2880 x 1800 pixels
(16/10)",1204.17,AMD Radeon RX Vega 8,AMD Ryzen 9 5900HX(8 coeurs 4.50 GHz),16 Go LPDDR4X - 4800 MHz,1 To (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.3,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/asus-zenbook-14-flip-oled-un5401qa-kn160w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35300/asus-zenbook-14-flip-oled-un5401-black-1.jpg
387,MSI Raider GE68HX 13VG-018FR,"Écran 16.0"" LCD - IPS (anti-reflets) 240 Hz","Résolution QHD 2560 x 1600 pixels
(16/10)",3299.99,Nvidia GeForce RTX 4070 (Mobile)(8 Go)Version : 2175 MHz / 140 W,Intel Core i7-13700HX(16 coeurs 5.00 GHz),32 Go DDR5 - 5600 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/msi-raider-ge68hx-13vg-018fr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/msi/2023/35299/msi-raider-ge68hx-13-1.jpg
388,Acer Aspire 3 A315-510P-34V9,"Écran 15.6"" LCD - TN (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",499.0,Intel UHD Graphics (32 EU),Intel Core i3-N305(8 coeurs x 3.80 GHz),8 Go LPDDR5X - 4800 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.1,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-3-a315-510p-34v9.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/35298/acer-aspire-3-a315-24p-argent-1.jpg
389,Acer Aspire 3 A314-23P-R2Q0,"Écran 14.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",549.98,AMD Radeon 610M,AMD Ryzen 5 7520U(4 coeurs 4.30 GHz),8 Go LPDDR5 - 4800 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-3-a314-23p-r2q0.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/35297/acer-aspire-3-a314-23-1.jpg
390,HP Spectre x360 16-f2000sf,"Écran tactile 16.0"" OLED (anti-reflets) 60 Hz","Résolution 4K UHD 3840 x 2400 pixels
(16/10)",1847.88,Intel Arc A370M(4 Go),Intel Core i7-1360P(12 coeurs 5.00 GHz),16 Go DDR4 - 3200 MHz,1 To (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/hp-spectre-x360-16-f2000sf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/35296/hp-spectre-x360-16-2022-bleu-1.jpg
391,MSI Prestige 14H B12UCX-417FR,"Écran 14.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1200 pixels
(16/10)",799.0,Nvidia GeForce RTX 2050(4 Go),Intel Core i5-12450H(8 coeurs 4.40 GHz),16 Go LPDDR5 - 4800 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/msi-prestige-14h-b12ucx-417fr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/msi/2023/35295/msi-prestige-14-evo-b13m-1.jpg
392,LG Gram 16 - 16Z90R-G.AD75F,"Écran 16.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution QHD 2560 x 1600 pixels
(16/10)",1449.99,Intel Iris Xe Graphics (96 EU) - Raptor Lake,Intel Core i7-1360P(12 coeurs 5.00 GHz),32 Go LPDDR5 - 6000 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.1,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/lg-gram-16-16z90r-g-ad75f.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lg/2023/35294/lg-gram-16-2023-noir-1.jpg
393,Acer Aspire 7 A715-43G-R2LS,"Écran 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",799.99,Nvidia GeForce RTX 3050(4 Go)Version : 1500 MHz / 60 W,AMD Ryzen 5 5625U(6 coeurs 4.30 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-7-a715-43g-r2ls.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/35293/acer-aspire7-a715-42g-noir-1.jpg
